image_id,record_index,casia_identity,class_index,image_path,quality_condition,source_image_id,blur_parameter
9341_low,9342,48,41,data\corrupted\blur_15x15_s5\images\48\9342.png,low,9341,15x15_s5
9321,9322,48,41,data\splits\pilot_100id\images\48\9322.png,high,9321,original
9321_low,9322,48,41,data\corrupted\blur_15x15_s5\images\48\9322.png,low,9321,15x15_s5
9342,9343,48,41,data\splits\pilot_100id\images\48\9343.png,high,9342,original
9342_low,9343,48,41,data\corrupted\blur_15x15_s5\images\48\9343.png,low,9342,15x15_s5
9339,9340,48,41,data\splits\pilot_100id\images\48\9340.png,high,9339,original
9339_low,9340,48,41,data\corrupted\blur_15x15_s5\images\48\9340.png,low,9339,15x15_s5
9330,9331,48,41,data\splits\pilot_100id\images\48\9331.png,high,9330,original
9330_low,9331,48,41,data\corrupted\blur_15x15_s5\images\48\9331.png,low,9330,15x15_s5
9332,9333,48,41,data\splits\pilot_100id\images\48\9333.png,high,9332,original
9332_low,9333,48,41,data\corrupted\blur_15x15_s5\images\48\9333.png,low,9332,15x15_s5
9323,9324,48,41,data\splits\pilot_100id\images\48\9324.png,high,9323,original
9323_low,9324,48,41,data\corrupted\blur_15x15_s5\images\48\9324.png,low,9323,15x15_s5
9331,9332,48,41,data\splits\pilot_100id\images\48\9332.png,high,9331,original
9331_low,9332,48,41,data\corrupted\blur_15x15_s5\images\48\9332.png,low,9331,15x15_s5
9327,9328,48,41,data\splits\pilot_100id\images\48\9328.png,high,9327,original
9327_low,9328,48,41,data\corrupted\blur_15x15_s5\images\48\9328.png,low,9327,15x15_s5
9334,9335,48,41,data\splits\pilot_100id\images\48\9335.png,high,9334,original
9334_low,9335,48,41,data\corrupted\blur_15x15_s5\images\48\9335.png,low,9334,15x15_s5
9324,9325,48,41,data\splits\pilot_100id\images\48\9325.png,high,9324,original
9324_low,9325,48,41,data\corrupted\blur_15x15_s5\images\48\9325.png,low,9324,15x15_s5
9347,9348,48,41,data\splits\pilot_100id\images\48\9348.png,high,9347,original
9347_low,9348,48,41,data\corrupted\blur_15x15_s5\images\48\9348.png,low,9347,15x15_s5
9315,9316,48,41,data\splits\pilot_100id\images\48\9316.png,high,9315,original
9315_low,9316,48,41,data\corrupted\blur_15x15_s5\images\48\9316.png,low,9315,15x15_s5
9340,9341,48,41,data\splits\pilot_100id\images\48\9341.png,high,9340,original
9340_low,9341,48,41,data\corrupted\blur_15x15_s5\images\48\9341.png,low,9340,15x15_s5
9320,9321,48,41,data\splits\pilot_100id\images\48\9321.png,high,9320,original
9320_low,9321,48,41,data\corrupted\blur_15x15_s5\images\48\9321.png,low,9320,15x15_s5
9326,9327,48,41,data\splits\pilot_100id\images\48\9327.png,high,9326,original
9326_low,9327,48,41,data\corrupted\blur_15x15_s5\images\48\9327.png,low,9326,15x15_s5
9316,9317,48,41,data\splits\pilot_100id\images\48\9317.png,high,9316,original
9316_low,9317,48,41,data\corrupted\blur_15x15_s5\images\48\9317.png,low,9316,15x15_s5
9352,9353,48,41,data\splits\pilot_100id\images\48\9353.png,high,9352,original
9352_low,9353,48,41,data\corrupted\blur_15x15_s5\images\48\9353.png,low,9352,15x15_s5
9336,9337,48,41,data\splits\pilot_100id\images\48\9337.png,high,9336,original
9336_low,9337,48,41,data\corrupted\blur_15x15_s5\images\48\9337.png,low,9336,15x15_s5
9317,9318,48,41,data\splits\pilot_100id\images\48\9318.png,high,9317,original
9317_low,9318,48,41,data\corrupted\blur_15x15_s5\images\48\9318.png,low,9317,15x15_s5
9414,9415,49,42,data\splits\pilot_100id\images\49\9415.png,high,9414,original
9414_low,9415,49,42,data\corrupted\blur_15x15_s5\images\49\9415.png,low,9414,15x15_s5
9410,9411,49,42,data\splits\pilot_100id\images\49\9411.png,high,9410,original
9410_low,9411,49,42,data\corrupted\blur_15x15_s5\images\49\9411.png,low,9410,15x15_s5
9353,9354,49,42,data\splits\pilot_100id\images\49\9354.png,high,9353,original
9353_low,9354,49,42,data\corrupted\blur_15x15_s5\images\49\9354.png,low,9353,15x15_s5
9396,9397,49,42,data\splits\pilot_100id\images\49\9397.png,high,9396,original
9396_low,9397,49,42,data\corrupted\blur_15x15_s5\images\49\9397.png,low,9396,15x15_s5
9358,9359,49,42,data\splits\pilot_100id\images\49\9359.png,high,9358,original
9358_low,9359,49,42,data\corrupted\blur_15x15_s5\images\49\9359.png,low,9358,15x15_s5
9389,9390,49,42,data\splits\pilot_100id\images\49\9390.png,high,9389,original
9389_low,9390,49,42,data\corrupted\blur_15x15_s5\images\49\9390.png,low,9389,15x15_s5
9369,9370,49,42,data\splits\pilot_100id\images\49\9370.png,high,9369,original
9369_low,9370,49,42,data\corrupted\blur_15x15_s5\images\49\9370.png,low,9369,15x15_s5
9365,9366,49,42,data\splits\pilot_100id\images\49\9366.png,high,9365,original
9365_low,9366,49,42,data\corrupted\blur_15x15_s5\images\49\9366.png,low,9365,15x15_s5
9378,9379,49,42,data\splits\pilot_100id\images\49\9379.png,high,9378,original
9378_low,9379,49,42,data\corrupted\blur_15x15_s5\images\49\9379.png,low,9378,15x15_s5
9413,9414,49,42,data\splits\pilot_100id\images\49\9414.png,high,9413,original
9413_low,9414,49,42,data\corrupted\blur_15x15_s5\images\49\9414.png,low,9413,15x15_s5
9408,9409,49,42,data\splits\pilot_100id\images\49\9409.png,high,9408,original
9408_low,9409,49,42,data\corrupted\blur_15x15_s5\images\49\9409.png,low,9408,15x15_s5
9362,9363,49,42,data\splits\pilot_100id\images\49\9363.png,high,9362,original
9362_low,9363,49,42,data\corrupted\blur_15x15_s5\images\49\9363.png,low,9362,15x15_s5
9393,9394,49,42,data\splits\pilot_100id\images\49\9394.png,high,9393,original
9393_low,9394,49,42,data\corrupted\blur_15x15_s5\images\49\9394.png,low,9393,15x15_s5
9366,9367,49,42,data\splits\pilot_100id\images\49\9367.png,high,9366,original
9366_low,9367,49,42,data\corrupted\blur_15x15_s5\images\49\9367.png,low,9366,15x15_s5
9387,9388,49,42,data\splits\pilot_100id\images\49\9388.png,high,9387,original
9387_low,9388,49,42,data\corrupted\blur_15x15_s5\images\49\9388.png,low,9387,15x15_s5
9402,9403,49,42,data\splits\pilot_100id\images\49\9403.png,high,9402,original
9402_low,9403,49,42,data\corrupted\blur_15x15_s5\images\49\9403.png,low,9402,15x15_s5
9356,9357,49,42,data\splits\pilot_100id\images\49\9357.png,high,9356,original
9356_low,9357,49,42,data\corrupted\blur_15x15_s5\images\49\9357.png,low,9356,15x15_s5
9370,9371,49,42,data\splits\pilot_100id\images\49\9371.png,high,9370,original
9370_low,9371,49,42,data\corrupted\blur_15x15_s5\images\49\9371.png,low,9370,15x15_s5
9401,9402,49,42,data\splits\pilot_100id\images\49\9402.png,high,9401,original
9401_low,9402,49,42,data\corrupted\blur_15x15_s5\images\49\9402.png,low,9401,15x15_s5
9361,9362,49,42,data\splits\pilot_100id\images\49\9362.png,high,9361,original
9361_low,9362,49,42,data\corrupted\blur_15x15_s5\images\49\9362.png,low,9361,15x15_s5
9359,9360,49,42,data\splits\pilot_100id\images\49\9360.png,high,9359,original
9359_low,9360,49,42,data\corrupted\blur_15x15_s5\images\49\9360.png,low,9359,15x15_s5
9386,9387,49,42,data\splits\pilot_100id\images\49\9387.png,high,9386,original
9386_low,9387,49,42,data\corrupted\blur_15x15_s5\images\49\9387.png,low,9386,15x15_s5
9357,9358,49,42,data\splits\pilot_100id\images\49\9358.png,high,9357,original
9357_low,9358,49,42,data\corrupted\blur_15x15_s5\images\49\9358.png,low,9357,15x15_s5
9399,9400,49,42,data\splits\pilot_100id\images\49\9400.png,high,9399,original
9399_low,9400,49,42,data\corrupted\blur_15x15_s5\images\49\9400.png,low,9399,15x15_s5
9372,9373,49,42,data\splits\pilot_100id\images\49\9373.png,high,9372,original
9372_low,9373,49,42,data\corrupted\blur_15x15_s5\images\49\9373.png,low,9372,15x15_s5
9622,9623,51,43,data\splits\pilot_100id\images\51\9623.png,high,9622,original
9622_low,9623,51,43,data\corrupted\blur_15x15_s5\images\51\9623.png,low,9622,15x15_s5
9515,9516,51,43,data\splits\pilot_100id\images\51\9516.png,high,9515,original
9515_low,9516,51,43,data\corrupted\blur_15x15_s5\images\51\9516.png,low,9515,15x15_s5
9492,9493,51,43,data\splits\pilot_100id\images\51\9493.png,high,9492,original
9492_low,9493,51,43,data\corrupted\blur_15x15_s5\images\51\9493.png,low,9492,15x15_s5
9574,9575,51,43,data\splits\pilot_100id\images\51\9575.png,high,9574,original
9574_low,9575,51,43,data\corrupted\blur_15x15_s5\images\51\9575.png,low,9574,15x15_s5
9598,9599,51,43,data\splits\pilot_100id\images\51\9599.png,high,9598,original
9598_low,9599,51,43,data\corrupted\blur_15x15_s5\images\51\9599.png,low,9598,15x15_s5
9452,9453,51,43,data\splits\pilot_100id\images\51\9453.png,high,9452,original
9452_low,9453,51,43,data\corrupted\blur_15x15_s5\images\51\9453.png,low,9452,15x15_s5
9512,9513,51,43,data\splits\pilot_100id\images\51\9513.png,high,9512,original
9512_low,9513,51,43,data\corrupted\blur_15x15_s5\images\51\9513.png,low,9512,15x15_s5
9591,9592,51,43,data\splits\pilot_100id\images\51\9592.png,high,9591,original
9591_low,9592,51,43,data\corrupted\blur_15x15_s5\images\51\9592.png,low,9591,15x15_s5
9559,9560,51,43,data\splits\pilot_100id\images\51\9560.png,high,9559,original
9559_low,9560,51,43,data\corrupted\blur_15x15_s5\images\51\9560.png,low,9559,15x15_s5
9612,9613,51,43,data\splits\pilot_100id\images\51\9613.png,high,9612,original
9612_low,9613,51,43,data\corrupted\blur_15x15_s5\images\51\9613.png,low,9612,15x15_s5
9595,9596,51,43,data\splits\pilot_100id\images\51\9596.png,high,9595,original
9595_low,9596,51,43,data\corrupted\blur_15x15_s5\images\51\9596.png,low,9595,15x15_s5
9479,9480,51,43,data\splits\pilot_100id\images\51\9480.png,high,9479,original
9479_low,9480,51,43,data\corrupted\blur_15x15_s5\images\51\9480.png,low,9479,15x15_s5
9602,9603,51,43,data\splits\pilot_100id\images\51\9603.png,high,9602,original
9602_low,9603,51,43,data\corrupted\blur_15x15_s5\images\51\9603.png,low,9602,15x15_s5
9467,9468,51,43,data\splits\pilot_100id\images\51\9468.png,high,9467,original
9467_low,9468,51,43,data\corrupted\blur_15x15_s5\images\51\9468.png,low,9467,15x15_s5
9488,9489,51,43,data\splits\pilot_100id\images\51\9489.png,high,9488,original
9488_low,9489,51,43,data\corrupted\blur_15x15_s5\images\51\9489.png,low,9488,15x15_s5
9453,9454,51,43,data\splits\pilot_100id\images\51\9454.png,high,9453,original
9453_low,9454,51,43,data\corrupted\blur_15x15_s5\images\51\9454.png,low,9453,15x15_s5
9603,9604,51,43,data\splits\pilot_100id\images\51\9604.png,high,9603,original
9603_low,9604,51,43,data\corrupted\blur_15x15_s5\images\51\9604.png,low,9603,15x15_s5
9614,9615,51,43,data\splits\pilot_100id\images\51\9615.png,high,9614,original
9614_low,9615,51,43,data\corrupted\blur_15x15_s5\images\51\9615.png,low,9614,15x15_s5
9522,9523,51,43,data\splits\pilot_100id\images\51\9523.png,high,9522,original
9522_low,9523,51,43,data\corrupted\blur_15x15_s5\images\51\9523.png,low,9522,15x15_s5
9456,9457,51,43,data\splits\pilot_100id\images\51\9457.png,high,9456,original
9456_low,9457,51,43,data\corrupted\blur_15x15_s5\images\51\9457.png,low,9456,15x15_s5
9561,9562,51,43,data\splits\pilot_100id\images\51\9562.png,high,9561,original
9561_low,9562,51,43,data\corrupted\blur_15x15_s5\images\51\9562.png,low,9561,15x15_s5
9555,9556,51,43,data\splits\pilot_100id\images\51\9556.png,high,9555,original
9555_low,9556,51,43,data\corrupted\blur_15x15_s5\images\51\9556.png,low,9555,15x15_s5
9442,9443,51,43,data\splits\pilot_100id\images\51\9443.png,high,9442,original
9442_low,9443,51,43,data\corrupted\blur_15x15_s5\images\51\9443.png,low,9442,15x15_s5
9585,9586,51,43,data\splits\pilot_100id\images\51\9586.png,high,9585,original
9585_low,9586,51,43,data\corrupted\blur_15x15_s5\images\51\9586.png,low,9585,15x15_s5
9461,9462,51,43,data\splits\pilot_100id\images\51\9462.png,high,9461,original
9461_low,9462,51,43,data\corrupted\blur_15x15_s5\images\51\9462.png,low,9461,15x15_s5
9803,9804,54,44,data\splits\pilot_100id\images\54\9804.png,high,9803,original
9803_low,9804,54,44,data\corrupted\blur_15x15_s5\images\54\9804.png,low,9803,15x15_s5
9696,9697,54,44,data\splits\pilot_100id\images\54\9697.png,high,9696,original
9696_low,9697,54,44,data\corrupted\blur_15x15_s5\images\54\9697.png,low,9696,15x15_s5
9785,9786,54,44,data\splits\pilot_100id\images\54\9786.png,high,9785,original
9785_low,9786,54,44,data\corrupted\blur_15x15_s5\images\54\9786.png,low,9785,15x15_s5
9695,9696,54,44,data\splits\pilot_100id\images\54\9696.png,high,9695,original
9695_low,9696,54,44,data\corrupted\blur_15x15_s5\images\54\9696.png,low,9695,15x15_s5
9808,9809,54,44,data\splits\pilot_100id\images\54\9809.png,high,9808,original
9808_low,9809,54,44,data\corrupted\blur_15x15_s5\images\54\9809.png,low,9808,15x15_s5
9827,9828,54,44,data\splits\pilot_100id\images\54\9828.png,high,9827,original
9827_low,9828,54,44,data\corrupted\blur_15x15_s5\images\54\9828.png,low,9827,15x15_s5
9830,9831,54,44,data\splits\pilot_100id\images\54\9831.png,high,9830,original
9830_low,9831,54,44,data\corrupted\blur_15x15_s5\images\54\9831.png,low,9830,15x15_s5
9717,9718,54,44,data\splits\pilot_100id\images\54\9718.png,high,9717,original
9717_low,9718,54,44,data\corrupted\blur_15x15_s5\images\54\9718.png,low,9717,15x15_s5
9771,9772,54,44,data\splits\pilot_100id\images\54\9772.png,high,9771,original
9771_low,9772,54,44,data\corrupted\blur_15x15_s5\images\54\9772.png,low,9771,15x15_s5
9726,9727,54,44,data\splits\pilot_100id\images\54\9727.png,high,9726,original
9726_low,9727,54,44,data\corrupted\blur_15x15_s5\images\54\9727.png,low,9726,15x15_s5
9681,9682,54,44,data\splits\pilot_100id\images\54\9682.png,high,9681,original
9681_low,9682,54,44,data\corrupted\blur_15x15_s5\images\54\9682.png,low,9681,15x15_s5
9822,9823,54,44,data\splits\pilot_100id\images\54\9823.png,high,9822,original
9822_low,9823,54,44,data\corrupted\blur_15x15_s5\images\54\9823.png,low,9822,15x15_s5
9799,9800,54,44,data\splits\pilot_100id\images\54\9800.png,high,9799,original
9799_low,9800,54,44,data\corrupted\blur_15x15_s5\images\54\9800.png,low,9799,15x15_s5
9711,9712,54,44,data\splits\pilot_100id\images\54\9712.png,high,9711,original
9711_low,9712,54,44,data\corrupted\blur_15x15_s5\images\54\9712.png,low,9711,15x15_s5
9734,9735,54,44,data\splits\pilot_100id\images\54\9735.png,high,9734,original
9734_low,9735,54,44,data\corrupted\blur_15x15_s5\images\54\9735.png,low,9734,15x15_s5
9751,9752,54,44,data\splits\pilot_100id\images\54\9752.png,high,9751,original
9751_low,9752,54,44,data\corrupted\blur_15x15_s5\images\54\9752.png,low,9751,15x15_s5
9690,9691,54,44,data\splits\pilot_100id\images\54\9691.png,high,9690,original
9690_low,9691,54,44,data\corrupted\blur_15x15_s5\images\54\9691.png,low,9690,15x15_s5
9775,9776,54,44,data\splits\pilot_100id\images\54\9776.png,high,9775,original
9775_low,9776,54,44,data\corrupted\blur_15x15_s5\images\54\9776.png,low,9775,15x15_s5
9741,9742,54,44,data\splits\pilot_100id\images\54\9742.png,high,9741,original
9741_low,9742,54,44,data\corrupted\blur_15x15_s5\images\54\9742.png,low,9741,15x15_s5
9774,9775,54,44,data\splits\pilot_100id\images\54\9775.png,high,9774,original
9774_low,9775,54,44,data\corrupted\blur_15x15_s5\images\54\9775.png,low,9774,15x15_s5
9685,9686,54,44,data\splits\pilot_100id\images\54\9686.png,high,9685,original
9685_low,9686,54,44,data\corrupted\blur_15x15_s5\images\54\9686.png,low,9685,15x15_s5
9682,9683,54,44,data\splits\pilot_100id\images\54\9683.png,high,9682,original
9682_low,9683,54,44,data\corrupted\blur_15x15_s5\images\54\9683.png,low,9682,15x15_s5
9697,9698,54,44,data\splits\pilot_100id\images\54\9698.png,high,9697,original
9697_low,9698,54,44,data\corrupted\blur_15x15_s5\images\54\9698.png,low,9697,15x15_s5
9684,9685,54,44,data\splits\pilot_100id\images\54\9685.png,high,9684,original
9684_low,9685,54,44,data\corrupted\blur_15x15_s5\images\54\9685.png,low,9684,15x15_s5
9678,9679,54,44,data\splits\pilot_100id\images\54\9679.png,high,9678,original
9678_low,9679,54,44,data\corrupted\blur_15x15_s5\images\54\9679.png,low,9678,15x15_s5
9922,9923,56,45,data\splits\pilot_100id\images\56\9923.png,high,9922,original
9922_low,9923,56,45,data\corrupted\blur_15x15_s5\images\56\9923.png,low,9922,15x15_s5
9867,9868,56,45,data\splits\pilot_100id\images\56\9868.png,high,9867,original
9867_low,9868,56,45,data\corrupted\blur_15x15_s5\images\56\9868.png,low,9867,15x15_s5
9967,9968,56,45,data\splits\pilot_100id\images\56\9968.png,high,9967,original
9967_low,9968,56,45,data\corrupted\blur_15x15_s5\images\56\9968.png,low,9967,15x15_s5
9927,9928,56,45,data\splits\pilot_100id\images\56\9928.png,high,9927,original
9927_low,9928,56,45,data\corrupted\blur_15x15_s5\images\56\9928.png,low,9927,15x15_s5
9925,9926,56,45,data\splits\pilot_100id\images\56\9926.png,high,9925,original
9925_low,9926,56,45,data\corrupted\blur_15x15_s5\images\56\9926.png,low,9925,15x15_s5
9880,9881,56,45,data\splits\pilot_100id\images\56\9881.png,high,9880,original
9880_low,9881,56,45,data\corrupted\blur_15x15_s5\images\56\9881.png,low,9880,15x15_s5
9913,9914,56,45,data\splits\pilot_100id\images\56\9914.png,high,9913,original
9913_low,9914,56,45,data\corrupted\blur_15x15_s5\images\56\9914.png,low,9913,15x15_s5
9990,9991,56,45,data\splits\pilot_100id\images\56\9991.png,high,9990,original
9990_low,9991,56,45,data\corrupted\blur_15x15_s5\images\56\9991.png,low,9990,15x15_s5
9917,9918,56,45,data\splits\pilot_100id\images\56\9918.png,high,9917,original
9917_low,9918,56,45,data\corrupted\blur_15x15_s5\images\56\9918.png,low,9917,15x15_s5
9931,9932,56,45,data\splits\pilot_100id\images\56\9932.png,high,9931,original
9931_low,9932,56,45,data\corrupted\blur_15x15_s5\images\56\9932.png,low,9931,15x15_s5
9959,9960,56,45,data\splits\pilot_100id\images\56\9960.png,high,9959,original
9959_low,9960,56,45,data\corrupted\blur_15x15_s5\images\56\9960.png,low,9959,15x15_s5
9861,9862,56,45,data\splits\pilot_100id\images\56\9862.png,high,9861,original
9861_low,9862,56,45,data\corrupted\blur_15x15_s5\images\56\9862.png,low,9861,15x15_s5
9885,9886,56,45,data\splits\pilot_100id\images\56\9886.png,high,9885,original
9885_low,9886,56,45,data\corrupted\blur_15x15_s5\images\56\9886.png,low,9885,15x15_s5
9858,9859,56,45,data\splits\pilot_100id\images\56\9859.png,high,9858,original
9858_low,9859,56,45,data\corrupted\blur_15x15_s5\images\56\9859.png,low,9858,15x15_s5
9868,9869,56,45,data\splits\pilot_100id\images\56\9869.png,high,9868,original
9868_low,9869,56,45,data\corrupted\blur_15x15_s5\images\56\9869.png,low,9868,15x15_s5
9905,9906,56,45,data\splits\pilot_100id\images\56\9906.png,high,9905,original
9905_low,9906,56,45,data\corrupted\blur_15x15_s5\images\56\9906.png,low,9905,15x15_s5
9953,9954,56,45,data\splits\pilot_100id\images\56\9954.png,high,9953,original
9953_low,9954,56,45,data\corrupted\blur_15x15_s5\images\56\9954.png,low,9953,15x15_s5
9918,9919,56,45,data\splits\pilot_100id\images\56\9919.png,high,9918,original
9918_low,9919,56,45,data\corrupted\blur_15x15_s5\images\56\9919.png,low,9918,15x15_s5
9904,9905,56,45,data\splits\pilot_100id\images\56\9905.png,high,9904,original
9904_low,9905,56,45,data\corrupted\blur_15x15_s5\images\56\9905.png,low,9904,15x15_s5
9981,9982,56,45,data\splits\pilot_100id\images\56\9982.png,high,9981,original
9981_low,9982,56,45,data\corrupted\blur_15x15_s5\images\56\9982.png,low,9981,15x15_s5
9878,9879,56,45,data\splits\pilot_100id\images\56\9879.png,high,9878,original
9878_low,9879,56,45,data\corrupted\blur_15x15_s5\images\56\9879.png,low,9878,15x15_s5
9976,9977,56,45,data\splits\pilot_100id\images\56\9977.png,high,9976,original
9976_low,9977,56,45,data\corrupted\blur_15x15_s5\images\56\9977.png,low,9976,15x15_s5
9875,9876,56,45,data\splits\pilot_100id\images\56\9876.png,high,9875,original
9875_low,9876,56,45,data\corrupted\blur_15x15_s5\images\56\9876.png,low,9875,15x15_s5
9977,9978,56,45,data\splits\pilot_100id\images\56\9978.png,high,9977,original
9977_low,9978,56,45,data\corrupted\blur_15x15_s5\images\56\9978.png,low,9977,15x15_s5
9980,9981,56,45,data\splits\pilot_100id\images\56\9981.png,high,9980,original
9980_low,9981,56,45,data\corrupted\blur_15x15_s5\images\56\9981.png,low,9980,15x15_s5
10055,10056,57,46,data\splits\pilot_100id\images\57\10056.png,high,10055,original
10055_low,10056,57,46,data\corrupted\blur_15x15_s5\images\57\10056.png,low,10055,15x15_s5
10088,10089,57,46,data\splits\pilot_100id\images\57\10089.png,high,10088,original
10088_low,10089,57,46,data\corrupted\blur_15x15_s5\images\57\10089.png,low,10088,15x15_s5
10003,10004,57,46,data\splits\pilot_100id\images\57\10004.png,high,10003,original
10003_low,10004,57,46,data\corrupted\blur_15x15_s5\images\57\10004.png,low,10003,15x15_s5
10044,10045,57,46,data\splits\pilot_100id\images\57\10045.png,high,10044,original
10044_low,10045,57,46,data\corrupted\blur_15x15_s5\images\57\10045.png,low,10044,15x15_s5
10025,10026,57,46,data\splits\pilot_100id\images\57\10026.png,high,10025,original
10025_low,10026,57,46,data\corrupted\blur_15x15_s5\images\57\10026.png,low,10025,15x15_s5
10116,10117,57,46,data\splits\pilot_100id\images\57\10117.png,high,10116,original
10116_low,10117,57,46,data\corrupted\blur_15x15_s5\images\57\10117.png,low,10116,15x15_s5
10068,10069,57,46,data\splits\pilot_100id\images\57\10069.png,high,10068,original
10068_low,10069,57,46,data\corrupted\blur_15x15_s5\images\57\10069.png,low,10068,15x15_s5
10009,10010,57,46,data\splits\pilot_100id\images\57\10010.png,high,10009,original
10009_low,10010,57,46,data\corrupted\blur_15x15_s5\images\57\10010.png,low,10009,15x15_s5
10089,10090,57,46,data\splits\pilot_100id\images\57\10090.png,high,10089,original
10089_low,10090,57,46,data\corrupted\blur_15x15_s5\images\57\10090.png,low,10089,15x15_s5
10072,10073,57,46,data\splits\pilot_100id\images\57\10073.png,high,10072,original
10072_low,10073,57,46,data\corrupted\blur_15x15_s5\images\57\10073.png,low,10072,15x15_s5
10017,10018,57,46,data\splits\pilot_100id\images\57\10018.png,high,10017,original
10017_low,10018,57,46,data\corrupted\blur_15x15_s5\images\57\10018.png,low,10017,15x15_s5
10111,10112,57,46,data\splits\pilot_100id\images\57\10112.png,high,10111,original
10111_low,10112,57,46,data\corrupted\blur_15x15_s5\images\57\10112.png,low,10111,15x15_s5
10010,10011,57,46,data\splits\pilot_100id\images\57\10011.png,high,10010,original
10010_low,10011,57,46,data\corrupted\blur_15x15_s5\images\57\10011.png,low,10010,15x15_s5
10095,10096,57,46,data\splits\pilot_100id\images\57\10096.png,high,10095,original
10095_low,10096,57,46,data\corrupted\blur_15x15_s5\images\57\10096.png,low,10095,15x15_s5
10041,10042,57,46,data\splits\pilot_100id\images\57\10042.png,high,10041,original
10041_low,10042,57,46,data\corrupted\blur_15x15_s5\images\57\10042.png,low,10041,15x15_s5
10030,10031,57,46,data\splits\pilot_100id\images\57\10031.png,high,10030,original
10030_low,10031,57,46,data\corrupted\blur_15x15_s5\images\57\10031.png,low,10030,15x15_s5
10087,10088,57,46,data\splits\pilot_100id\images\57\10088.png,high,10087,original
10087_low,10088,57,46,data\corrupted\blur_15x15_s5\images\57\10088.png,low,10087,15x15_s5
9999,10000,57,46,data\splits\pilot_100id\images\57\10000.png,high,9999,original
9999_low,10000,57,46,data\corrupted\blur_15x15_s5\images\57\10000.png,low,9999,15x15_s5
10096,10097,57,46,data\splits\pilot_100id\images\57\10097.png,high,10096,original
10096_low,10097,57,46,data\corrupted\blur_15x15_s5\images\57\10097.png,low,10096,15x15_s5
10109,10110,57,46,data\splits\pilot_100id\images\57\10110.png,high,10109,original
10109_low,10110,57,46,data\corrupted\blur_15x15_s5\images\57\10110.png,low,10109,15x15_s5
10063,10064,57,46,data\splits\pilot_100id\images\57\10064.png,high,10063,original
10063_low,10064,57,46,data\corrupted\blur_15x15_s5\images\57\10064.png,low,10063,15x15_s5
10039,10040,57,46,data\splits\pilot_100id\images\57\10040.png,high,10039,original
10039_low,10040,57,46,data\corrupted\blur_15x15_s5\images\57\10040.png,low,10039,15x15_s5
10094,10095,57,46,data\splits\pilot_100id\images\57\10095.png,high,10094,original
10094_low,10095,57,46,data\corrupted\blur_15x15_s5\images\57\10095.png,low,10094,15x15_s5
10052,10053,57,46,data\splits\pilot_100id\images\57\10053.png,high,10052,original
10052_low,10053,57,46,data\corrupted\blur_15x15_s5\images\57\10053.png,low,10052,15x15_s5
10043,10044,57,46,data\splits\pilot_100id\images\57\10044.png,high,10043,original
10043_low,10044,57,46,data\corrupted\blur_15x15_s5\images\57\10044.png,low,10043,15x15_s5
10183,10184,58,47,data\splits\pilot_100id\images\58\10184.png,high,10183,original
10183_low,10184,58,47,data\corrupted\blur_15x15_s5\images\58\10184.png,low,10183,15x15_s5
10232,10233,58,47,data\splits\pilot_100id\images\58\10233.png,high,10232,original
10232_low,10233,58,47,data\corrupted\blur_15x15_s5\images\58\10233.png,low,10232,15x15_s5
10134,10135,58,47,data\splits\pilot_100id\images\58\10135.png,high,10134,original
10134_low,10135,58,47,data\corrupted\blur_15x15_s5\images\58\10135.png,low,10134,15x15_s5
10259,10260,58,47,data\splits\pilot_100id\images\58\10260.png,high,10259,original
10259_low,10260,58,47,data\corrupted\blur_15x15_s5\images\58\10260.png,low,10259,15x15_s5
10274,10275,58,47,data\splits\pilot_100id\images\58\10275.png,high,10274,original
10274_low,10275,58,47,data\corrupted\blur_15x15_s5\images\58\10275.png,low,10274,15x15_s5
10244,10245,58,47,data\splits\pilot_100id\images\58\10245.png,high,10244,original
10244_low,10245,58,47,data\corrupted\blur_15x15_s5\images\58\10245.png,low,10244,15x15_s5
10258,10259,58,47,data\splits\pilot_100id\images\58\10259.png,high,10258,original
10258_low,10259,58,47,data\corrupted\blur_15x15_s5\images\58\10259.png,low,10258,15x15_s5
10148,10149,58,47,data\splits\pilot_100id\images\58\10149.png,high,10148,original
10148_low,10149,58,47,data\corrupted\blur_15x15_s5\images\58\10149.png,low,10148,15x15_s5
10136,10137,58,47,data\splits\pilot_100id\images\58\10137.png,high,10136,original
10136_low,10137,58,47,data\corrupted\blur_15x15_s5\images\58\10137.png,low,10136,15x15_s5
10285,10286,58,47,data\splits\pilot_100id\images\58\10286.png,high,10285,original
10285_low,10286,58,47,data\corrupted\blur_15x15_s5\images\58\10286.png,low,10285,15x15_s5
10276,10277,58,47,data\splits\pilot_100id\images\58\10277.png,high,10276,original
10276_low,10277,58,47,data\corrupted\blur_15x15_s5\images\58\10277.png,low,10276,15x15_s5
10133,10134,58,47,data\splits\pilot_100id\images\58\10134.png,high,10133,original
10133_low,10134,58,47,data\corrupted\blur_15x15_s5\images\58\10134.png,low,10133,15x15_s5
10173,10174,58,47,data\splits\pilot_100id\images\58\10174.png,high,10173,original
10173_low,10174,58,47,data\corrupted\blur_15x15_s5\images\58\10174.png,low,10173,15x15_s5
10174,10175,58,47,data\splits\pilot_100id\images\58\10175.png,high,10174,original
10174_low,10175,58,47,data\corrupted\blur_15x15_s5\images\58\10175.png,low,10174,15x15_s5
