image_id,true_identity,assigned_identity,noise_level,seed
T052263,4856,5937,10%,42
T052292,4856,581,10%,42
T052303,5053,1071,10%,42
T052309,5053,1245,10%,42
T052312,5053,6873,10%,42
T052333,5053,3296,10%,42
T052334,5053,3118,10%,42
T052349,5053,7489,10%,42
T052350,6115,718,10%,42
T052366,6115,1603,10%,42
T052381,6115,3134,10%,42
T052383,6115,8927,10%,42
T052393,6115,3314,10%,42
T052401,6125,7031,10%,42
T052404,6125,872,10%,42
T052413,6125,5957,10%,42
T052422,6125,8063,10%,42
T052423,6125,4043,10%,42
T052424,6125,1398,10%,42
T052427,6125,2770,10%,42
T052430,6125,733,10%,42
T052433,6125,8127,10%,42
T052442,6125,596,10%,42
T052453,6213,6664,10%,42
T052482,6213,9906,10%,42
T052513,7115,2881,10%,42
T052531,7115,1222,10%,42
T052552,7976,1089,10%,42
T052577,7976,81,10%,42
T052578,7976,4939,10%,42
T052581,7976,5657,10%,42
T052601,8111,10101,10%,42
T052610,8111,7976,10%,42
T052617,8111,2938,10%,42
T052621,8111,4563,10%,42
T052626,8111,8355,10%,42
T052644,8111,3159,10%,42
T052649,8111,3004,10%,42
T052652,8444,1126,10%,42
T052661,8444,6406,10%,42
T052662,8444,355,10%,42
T052672,8444,1375,10%,42
T052688,8444,235,10%,42
T052711,9764,5547,10%,42
T052715,9764,609,10%,42
T052717,9764,4508,10%,42
T052720,9764,8664,10%,42
T052737,9764,1758,10%,42
T052742,9764,2818,10%,42
T052757,9790,9940,10%,42
T052780,9790,9189,10%,42
T052804,9936,1538,10%,42
T052825,9936,5656,10%,42
T052838,9936,6081,10%,42
T052848,9936,467,10%,42
T052849,9936,601,10%,42
T052858,10030,3746,10%,42
T052872,10030,6483,10%,42
T052874,10030,8480,10%,42
T052877,10030,926,10%,42
T052880,10030,178,10%,42
T052903,10233,6409,10%,42
T052908,10233,5968,10%,42
T052910,10233,8313,10%,42
T052934,10233,7818,10%,42
T052949,10233,5839,10%,42
T053001,350,1132,10%,42
T053002,350,4890,10%,42
T053044,350,2882,10%,42
T053056,615,1194,10%,42
T053086,615,8373,10%,42
T053090,615,6889,10%,42
T053118,721,7269,10%,42
T053128,721,7890,10%,42
T053134,721,4622,10%,42
T053153,1310,8791,10%,42
T053161,1310,3719,10%,42
T053162,1310,1240,10%,42
T053173,1310,8470,10%,42
T053183,1310,6723,10%,42
T053195,1310,5627,10%,42
T053198,1310,4272,10%,42
T053199,1310,46,10%,42
T053207,2674,5446,10%,42
T053249,2674,531,10%,42
T053259,2935,277,10%,42
T053262,2935,3982,10%,42
T053265,2935,8206,10%,42
T053273,2935,1337,10%,42
T053274,2935,186,10%,42
T053277,2935,3787,10%,42
T053280,2935,3421,10%,42
T053290,2935,1822,10%,42
T053297,2935,5955,10%,42
T053299,2935,2264,10%,42
T053302,3232,174,10%,42
T053311,3232,5235,10%,42
T053328,3232,9836,10%,42
T053331,3232,581,10%,42
T053357,3331,9733,10%,42
T053368,3331,6743,10%,42
T053370,3331,3421,10%,42
T053374,3331,118,10%,42
T053396,3331,1241,10%,42
T053401,5170,2484,10%,42
T053444,5170,5091,10%,42
T053474,6669,2434,10%,42
T053482,6669,4621,10%,42
T053485,6669,2674,10%,42
T053507,7119,2485,10%,42
T053509,7119,3941,10%,42
T053516,7119,1994,10%,42
T053520,7119,4033,10%,42
T053527,7119,2591,10%,42
T053528,7119,10535,10%,42
T053529,7119,9719,10%,42
T053534,7119,4248,10%,42
T053535,7119,1330,10%,42
T053573,8266,649,10%,42
T053579,8266,5786,10%,42
T053599,8266,2243,10%,42
T053610,8531,3004,10%,42
T053614,8531,228,10%,42
T053624,8531,1012,10%,42
T053630,8531,1588,10%,42
T053634,8531,7995,10%,42
T053644,8531,539,10%,42
T053654,8612,2075,10%,42
T053664,8612,598,10%,42
T053670,8612,5385,10%,42
T053671,8612,3296,10%,42
T053674,8612,8476,10%,42
T053682,8612,1764,10%,42
T053691,8612,5494,10%,42
T053698,8612,3879,10%,42
T053704,8617,263,10%,42
T053711,8617,2131,10%,42
T053715,8617,6213,10%,42
T053724,8617,9272,10%,42
T053746,8617,2004,10%,42
T053752,8642,8373,10%,42
T053763,8642,659,10%,42
T053779,8642,8146,10%,42
T053812,8705,6092,10%,42
T053813,8705,917,10%,42
T053827,8705,27,10%,42
T053831,8705,3786,10%,42
T053835,8705,9175,10%,42
T053844,8705,279,10%,42
T053870,9542,4503,10%,42
T053875,9542,7372,10%,42
T053883,9542,8234,10%,42
T053891,9542,1866,10%,42
T053899,9542,2787,10%,42
T053905,9617,3052,10%,42
T053912,9617,2738,10%,42
T053947,9617,2154,10%,42
T053950,9808,81,10%,42
T053957,9808,6602,10%,42
T053966,9808,2656,10%,42
T053973,9808,4920,10%,42
T053984,9808,5191,10%,42
T054041,158,8705,10%,42
T054044,158,84,10%,42
T054072,1106,4306,10%,42
T054080,1106,315,10%,42
T054082,1106,615,10%,42
T054114,1228,8380,10%,42
T054126,1228,7706,10%,42
T054127,1228,5990,10%,42
T054148,1228,229,10%,42
T054164,1330,6263,10%,42
T054169,1330,8613,10%,42
T054171,1330,2629,10%,42
T054172,1330,10145,10%,42
T054176,1330,6821,10%,42
T054178,1330,7606,10%,42
T054180,1330,6485,10%,42
T054183,1330,1175,10%,42
T054197,1330,9377,10%,42
T054206,1658,5968,10%,42
T054216,1658,841,10%,42
T054225,1658,10080,10%,42
T054237,1658,10359,10%,42
T054260,1829,8739,10%,42
T054270,1829,4161,10%,42
T054272,1829,5592,10%,42
T054273,1829,1422,10%,42
T054274,1829,1008,10%,42
T054286,1829,159,10%,42
T054291,1829,8767,10%,42
T054292,1829,10343,10%,42
T054296,1829,3863,10%,42
T054319,2040,7593,10%,42
T054322,2040,5843,10%,42
T054323,2040,4072,10%,42
T054330,2040,6263,10%,42
T054364,2293,3586,10%,42
T054367,2293,10195,10%,42
T054387,2293,2013,10%,42
T054393,2293,1313,10%,42
T054394,2293,3583,10%,42
T054398,2293,4151,10%,42
T054402,2314,1362,10%,42
T054405,2314,3090,10%,42
T054416,2314,5416,10%,42
T054417,2314,3719,10%,42
T054465,2337,5812,10%,42
T054473,2337,2385,10%,42
T054496,2337,3971,10%,42
T054502,2472,2034,10%,42
T054506,2472,6663,10%,42
T054511,2472,6265,10%,42
T054520,2472,3597,10%,42
T054529,2472,774,10%,42
T054560,3169,319,10%,42
T054568,3169,2012,10%,42
T054571,3169,818,10%,42
T054577,3169,862,10%,42
T054581,3169,936,10%,42
T054583,3169,117,10%,42
T054588,3169,6063,10%,42
T054591,3169,8088,10%,42
T054598,3169,2591,10%,42
T054606,3467,393,10%,42
T054615,3467,1062,10%,42
T054616,3467,9345,10%,42
T054621,3467,1226,10%,42
T054639,3467,2734,10%,42
T054643,3467,2729,10%,42
T054651,3833,2710,10%,42
T054664,3833,412,10%,42
T054675,3833,1439,10%,42
T054677,3833,7402,10%,42
T054680,3833,8071,10%,42
T054693,3833,1664,10%,42
T054695,3833,4497,10%,42
T054697,3833,611,10%,42
T054702,4263,4603,10%,42
T054707,4263,683,10%,42
T054720,4263,233,10%,42
T054727,4263,1330,10%,42
T054737,4263,4238,10%,42
T054752,4838,2439,10%,42
T054762,4838,2645,10%,42
T054769,4838,4818,10%,42
T054772,4838,1499,10%,42
T054779,4838,5444,10%,42
T054793,4838,206,10%,42
T054804,5364,3214,10%,42
T054807,5364,2083,10%,42
T054831,5364,8496,10%,42
T054840,5364,9808,10%,42
T054846,5364,244,10%,42
T054855,6409,6299,10%,42
T054859,6409,1798,10%,42
T054863,6409,9064,10%,42
T054867,6409,7372,10%,42
T054872,6409,1704,10%,42
T054879,6409,9790,10%,42
T054885,6409,1174,10%,42
T054923,6621,6014,10%,42
T054925,6621,2385,10%,42
T054927,6621,2319,10%,42
T054935,6621,305,10%,42
T054939,6621,3597,10%,42
T054940,6621,10261,10%,42
T054943,6621,5970,10%,42
T054947,6621,4862,10%,42
T054951,7116,9797,10%,42
T054965,7116,6097,10%,42
T054976,7116,1466,10%,42
T054978,7116,1292,10%,42
T054990,7116,2749,10%,42
T055005,7199,4487,10%,42
T055016,7199,9486,10%,42
T055022,7199,6088,10%,42
T055043,7199,6864,10%,42
T055046,7199,191,10%,42
T055059,7372,2875,10%,42
T055060,7372,295,10%,42
T055069,7372,973,10%,42
T055075,7372,5927,10%,42
T055085,7372,4800,10%,42
T055087,7372,2751,10%,42
T055088,7372,6396,10%,42
T055100,7537,1122,10%,42
T055101,7537,787,10%,42
T055130,7537,923,10%,42
T055133,7537,7030,10%,42
T055139,7537,4920,10%,42
T055162,8571,253,10%,42
T055175,8571,6909,10%,42
T055177,8571,3570,10%,42
T055190,8571,819,10%,42
T055211,8751,2700,10%,42
T055240,8751,3871,10%,42
T055246,8751,7811,10%,42
T055253,8882,996,10%,42
T055258,8882,8207,10%,42
T055260,8882,476,10%,42
T055263,8882,132,10%,42
T055269,8882,9524,10%,42
T055294,8882,435,10%,42
T055298,8882,448,10%,42
T055317,8927,8295,10%,42
T055335,8927,2308,10%,42
T055337,8927,2804,10%,42
T055352,9650,4844,10%,42
T055358,9650,6485,10%,42
T055361,9650,869,10%,42
T055374,9650,2404,10%,42
T055383,9650,1150,10%,42
T055388,9650,6682,10%,42
T055424,108,943,10%,42
T055428,108,3159,10%,42
T055431,108,392,10%,42
T055461,207,4769,10%,42
T055464,207,1321,10%,42
T055479,207,1133,10%,42
T055487,207,5190,10%,42
T055498,207,1084,10%,42
T055508,211,671,10%,42
T055514,211,3114,10%,42
T055528,211,3230,10%,42
T055533,211,2331,10%,42
T055537,211,589,10%,42
T055562,606,3774,10%,42
T055564,606,6014,10%,42
T055566,606,10148,10%,42
T055568,606,1017,10%,42
T055600,672,4098,10%,42
T055602,672,3117,10%,42
T055630,672,8642,10%,42
T055640,672,1196,10%,42
T055646,672,987,10%,42
T055667,696,3645,10%,42
T055669,696,9544,10%,42
T055672,696,3470,10%,42
T055686,696,8050,10%,42
T055692,696,1244,10%,42
T055693,696,6306,10%,42
T055697,696,529,10%,42
T055709,1541,67,10%,42
T055725,1541,2362,10%,42
T055742,1541,3787,10%,42
T055750,1802,3886,10%,42
T055777,1802,54,10%,42
T055785,1802,6756,10%,42
T055793,1802,9236,10%,42
T055797,1802,1088,10%,42
T055820,2572,2661,10%,42
T055831,2572,7803,10%,42
T055860,2804,6441,10%,42
T055863,2804,4265,10%,42
T055866,2804,4761,10%,42
T055869,2804,7226,10%,42
T055873,2804,74,10%,42
T055880,2804,3822,10%,42
T055896,2804,7155,10%,42
T055899,2804,6904,10%,42
T055901,2815,7099,10%,42
T055905,2815,4303,10%,42
T055909,2815,10067,10%,42
T055932,2815,1504,10%,42
T055964,2984,2412,10%,42
T055978,2984,940,10%,42
T055980,2984,4221,10%,42
T055995,2984,8943,10%,42
T056043,3065,6621,10%,42
T056056,3117,1918,10%,42
T056070,3117,6682,10%,42
T056071,3117,3006,10%,42
T056079,3117,5148,10%,42
T056082,3117,226,10%,42
T056091,3117,9507,10%,42
T056099,3117,3143,10%,42
T056104,3496,8763,10%,42
T056113,3496,718,10%,42
T056114,3496,1062,10%,42
T056143,3496,95,10%,42
T056150,4204,392,10%,42
T056166,4204,5091,10%,42
T056207,4576,8234,10%,42
T056223,4576,3936,10%,42
T056243,4576,134,10%,42
T056251,5381,1117,10%,42
T056253,5381,444,10%,42
T056255,5381,238,10%,42
T056263,5381,169,10%,42
T056314,6263,4038,10%,42
T056322,6263,1094,10%,42
T056334,6263,1152,10%,42
T056346,6263,1342,10%,42
T056368,6688,4416,10%,42
T056374,6688,6889,10%,42
T056378,6688,3265,10%,42
T056403,7103,3516,10%,42
T056404,7103,117,10%,42
T056410,7103,3046,10%,42
T056416,7103,1136,10%,42
T056429,7103,3010,10%,42
T056439,7103,1685,10%,42
T056444,7103,4121,10%,42
T056452,7429,819,10%,42
T056456,7429,4409,10%,42
T056484,7429,2749,10%,42
T056485,7429,5833,10%,42
T056492,7429,10233,10%,42
T056500,7887,58,10%,42
T056502,7887,5273,10%,42
T056505,7887,6601,10%,42
T056522,7887,3024,10%,42
T056524,7887,4808,10%,42
T056545,7887,1207,10%,42
T056558,8304,4051,10%,42
T056564,8304,1398,10%,42
T056579,8304,6796,10%,42
T056597,8304,2393,10%,42
T056633,8982,6409,10%,42
T056649,8982,4981,10%,42
T056652,9119,9969,10%,42
T056661,9119,1130,10%,42
T056663,9119,6723,10%,42
T056679,9119,6128,10%,42
T056707,9738,10342,10%,42
T056710,9738,10065,10%,42
T056712,9738,7086,10%,42
T056717,9738,4152,10%,42
T056722,9738,5470,10%,42
T056730,9738,2725,10%,42
T056743,9738,2446,10%,42
T056749,9738,5582,10%,42
T056752,208,921,10%,42
T056758,208,2581,10%,42
T056760,208,8767,10%,42
T056779,208,7449,10%,42
T056788,208,3938,10%,42
T056793,208,6745,10%,42
T056811,264,6090,10%,42
T056819,264,7090,10%,42
T056821,264,9731,10%,42
T056837,264,4576,10%,42
T056841,264,596,10%,42
T056850,306,1019,10%,42
T056864,306,4306,10%,42
T056872,306,4982,10%,42
T056900,377,8882,10%,42
T056917,377,10350,10%,42
T056923,377,4444,10%,42
T056940,377,3645,10%,42
T056949,377,8313,10%,42
T056950,464,308,10%,42
T056959,464,519,10%,42
T056963,464,2554,10%,42
T056968,464,3718,10%,42
T057012,900,7684,10%,42
T057020,900,596,10%,42
T057026,900,5009,10%,42
T057043,900,185,10%,42
T057045,900,194,10%,42
T057046,900,6237,10%,42
T057049,900,637,10%,42
T057050,988,1102,10%,42
T057057,988,9486,10%,42
T057059,988,4190,10%,42
T057065,988,170,10%,42
T057074,988,8739,10%,42
T057082,988,6370,10%,42
T057084,988,3484,10%,42
T057087,988,6732,10%,42
T057088,988,8615,10%,42
T057096,988,528,10%,42
T057101,1049,5851,10%,42
T057109,1049,1321,10%,42
T057118,1049,1655,10%,42
T057122,1049,7268,10%,42
T057123,1049,173,10%,42
T057130,1049,8763,10%,42
T057131,1049,3056,10%,42
T057144,1049,1935,10%,42
T057182,1372,2544,10%,42
T057192,1372,1124,10%,42
T057200,1992,5225,10%,42
T057201,1992,2439,10%,42
T057203,1992,244,10%,42
T057231,1992,1174,10%,42
T057244,1992,532,10%,42
T057280,3265,2108,10%,42
T057305,3330,2941,10%,42
T057326,3330,5970,10%,42
T057334,3330,387,10%,42
T057337,3330,4730,10%,42
T057354,3610,2188,10%,42
T057365,3610,4294,10%,42
T057396,3610,4238,10%,42
T057403,4098,7818,10%,42
T057410,4098,3467,10%,42
T057412,4098,1848,10%,42
T057415,4098,1039,10%,42
T057440,4098,7449,10%,42
T057459,6324,3231,10%,42
T057471,6324,9533,10%,42
T057494,6324,974,10%,42
T057505,6406,3434,10%,42
T057510,6406,6891,10%,42
T057526,6406,6237,10%,42
T057527,6406,7242,10%,42
T057542,6406,4046,10%,42
T057546,6406,1047,10%,42
T057558,8381,33,10%,42
T057561,8381,7918,10%,42
T057596,8381,8392,10%,42
T057600,9292,4576,10%,42
T057608,9292,6499,10%,42
T057613,9292,6323,10%,42
T057632,9292,5107,10%,42
T057642,9292,196,10%,42
T057657,9987,158,10%,42
T057662,9987,1422,10%,42
T057688,9987,9401,10%,42
T057690,9987,1953,10%,42
T057695,9987,1136,10%,42
T057706,10206,1801,10%,42
T057729,10206,6301,10%,42
T057734,10206,3922,10%,42
T057762,65,872,10%,42
T057779,65,2331,10%,42
T057781,65,5067,10%,42
T057800,90,68,10%,42
T057811,90,175,10%,42
T057815,90,8687,10%,42
T057826,90,4682,10%,42
T057842,90,8416,10%,42
T057855,267,1468,10%,42
T057870,267,4139,10%,42
T057873,267,1241,10%,42
T057879,267,6439,10%,42
T057902,370,1132,10%,42
T057918,370,1179,10%,42
T057919,370,615,10%,42
T057943,370,2362,10%,42
T057954,371,8982,10%,42
T057959,371,2916,10%,42
T057960,371,3618,10%,42
T057961,371,2329,10%,42
T058007,567,7801,10%,42
T058017,567,9771,10%,42
T058023,567,1248,10%,42
T058044,567,4844,10%,42
T058050,1679,4771,10%,42
T058052,1679,7906,10%,42
T058056,1679,4161,10%,42
T058067,1679,2167,10%,42
T058106,2083,544,10%,42
T058113,2083,3143,10%,42
T058133,2083,4373,10%,42
T058134,2083,9708,10%,42
T058137,2083,881,10%,42
T058139,2083,3165,10%,42
T058146,2083,693,10%,42
T058147,2083,614,10%,42
T058149,2083,35,10%,42
T058164,2196,3439,10%,42
T058175,2196,1533,10%,42
T058197,2196,8883,10%,42
T058201,2613,5447,10%,42
T058209,2613,6754,10%,42
T058248,2613,6365,10%,42
T058254,2626,359,10%,42
T058257,2626,4649,10%,42
T058268,2626,6669,10%,42
T058275,2626,4011,10%,42
T058316,2794,3069,10%,42
T058327,2794,4604,10%,42
T058334,2794,7740,10%,42
T058336,2794,7392,10%,42
T058352,2906,5107,10%,42
T058356,2906,9020,10%,42
T058366,2906,2194,10%,42
T058378,2906,8111,10%,42
T058381,2906,19,10%,42
T058385,2906,9216,10%,42
T058388,2906,2204,10%,42
T058425,3103,9952,10%,42
T058432,3103,73,10%,42
T058435,3103,863,10%,42
T058438,3103,1657,10%,42
T058444,3103,3434,10%,42
T058458,4162,175,10%,42
T058481,4162,9193,10%,42
T058485,4162,6027,10%,42
T058507,4190,8063,10%,42
T058508,4190,3516,10%,42
T058510,4190,9235,10%,42
T058558,4420,6090,10%,42
T058568,4420,9519,10%,42
T058570,4420,7801,10%,42
T058577,4420,9216,10%,42
T058608,4432,1098,10%,42
T058611,4432,214,10%,42
T058647,4432,172,10%,42
T058660,4693,4401,10%,42
T058675,4693,100,10%,42
T058679,4693,2485,10%,42
T058684,4693,2572,10%,42
T058736,4732,6459,10%,42
T058742,4732,632,10%,42
T058751,4831,453,10%,42
T058754,4831,6669,10%,42
T058764,4831,6115,10%,42
T058775,4831,1080,10%,42
T058803,4939,138,10%,42
T058804,4939,342,10%,42
T058816,4939,6483,10%,42
T058832,4939,6374,10%,42
T058851,5026,8975,10%,42
T058860,5026,2499,10%,42
T058878,5026,7103,10%,42
T058884,5026,469,10%,42
T058901,5132,4187,10%,42
T058908,5132,338,10%,42
T058924,5132,1994,10%,42
T058926,5132,539,10%,42
T058935,5132,2192,10%,42
T058940,5132,10206,10%,42
T058946,5132,1036,10%,42
T058948,5132,9852,10%,42
T058960,6394,5811,10%,42
T058974,6394,2618,10%,42
T058997,6394,3719,10%,42
T059006,7665,6213,10%,42
T059040,7665,2337,10%,42
T059056,7811,2271,10%,42
T059058,7811,3676,10%,42
T059082,7811,5094,10%,42
T059087,7811,4432,10%,42
T059091,7811,1053,10%,42
T059111,7845,2136,10%,42
T059148,7845,6726,10%,42
T059152,8732,87,10%,42
T059157,8732,9175,10%,42
T059171,8732,2804,10%,42
T059172,8732,2131,10%,42
T059174,8732,5326,10%,42
T059176,8732,5851,10%,42
T059178,8732,974,10%,42
T059192,8732,536,10%,42
T059196,8732,2584,10%,42
T059203,9724,1668,10%,42
T059216,9724,5409,10%,42
T059221,9724,6439,10%,42
T059230,9724,8814,10%,42
T059233,9724,2108,10%,42
T059241,9724,8612,10%,42
T059244,9724,923,10%,42
T059248,9724,120,10%,42
T059249,9724,7119,10%,42
T059250,9906,2740,10%,42
T059254,9906,1994,10%,42
T059262,9906,8388,10%,42
T059266,9906,1014,10%,42
T059274,9906,8866,10%,42
T059290,9906,5132,10%,42
T059303,10120,5744,10%,42
T059327,10120,974,10%,42
T059343,10120,3725,10%,42
T059365,233,1330,10%,42
T059377,233,8389,10%,42
T059397,233,5953,10%,42
T059415,275,2390,10%,42
T059420,275,7119,10%,42
T059427,275,7489,10%,42
T059436,275,1669,10%,42
T059446,275,411,10%,42
T059458,683,5317,10%,42
T059464,683,1042,10%,42
T059485,683,1090,10%,42
T059487,683,1895,10%,42
T059490,683,1490,10%,42
T059497,683,1572,10%,42
T059501,1243,355,10%,42
T059532,1243,2274,10%,42
T059538,1243,1379,10%,42
T059539,1243,1631,10%,42
T059584,1306,4621,10%,42
T059592,1306,7870,10%,42
T059599,1306,1211,10%,42
T059630,1685,6332,10%,42
T059639,1685,855,10%,42
T059654,2949,332,10%,42
T059665,2949,6983,10%,42
T059675,2949,211,10%,42
T059686,2949,3024,10%,42
T059688,2949,2486,10%,42
T059689,2949,9084,10%,42
T059704,3343,5120,10%,42
T059734,3343,8047,10%,42
T059743,3343,4591,10%,42
T059754,3746,476,10%,42
T059776,3746,2882,10%,42
T059782,3746,8737,10%,42
T059786,3746,3430,10%,42
T059799,3746,1090,10%,42
T059804,4585,7422,10%,42
T059806,4585,2926,10%,42
T059811,4585,186,10%,42
T059829,4585,6815,10%,42
T059830,4585,397,10%,42
T059844,4585,988,10%,42
T059850,6361,4469,10%,42
T059853,6361,4111,10%,42
T059855,6361,3708,10%,42
T059858,6361,3410,10%,42
T059872,6361,3259,10%,42
T059882,6361,3208,10%,42
T059886,6361,1692,10%,42
T059895,6361,9708,10%,42
T059932,6407,231,10%,42
T059935,6407,2072,10%,42
T059938,6407,1007,10%,42
T059960,6851,226,10%,42
T059969,6851,7601,10%,42
T059975,6851,7144,10%,42
T059980,6851,5495,10%,42
T059986,6851,3728,10%,42
T060020,6981,3938,10%,42
T060050,7706,2218,10%,42
T060056,7706,1265,10%,42
T060065,7706,9034,10%,42
T060067,7706,6811,10%,42
T060073,7706,3095,10%,42
T060088,7706,7792,10%,42
T060118,9084,9726,10%,42
T060130,9084,880,10%,42
T060132,9084,492,10%,42
T060138,9084,386,10%,42
T060141,9084,32,10%,42
T060164,9106,386,10%,42
T060166,9106,9512,10%,42
T060176,9106,5237,10%,42
T060186,9106,88,10%,42
T060190,9106,5364,10%,42
T060198,9106,1692,10%,42
T060236,9325,3366,10%,42
T060242,9325,4187,10%,42
T060262,9850,4693,10%,42
T060264,9850,3639,10%,42
T060268,9850,610,10%,42
T060270,9850,6458,10%,42
T060281,9850,8266,10%,42
T060310,9952,3456,10%,42
T060313,9952,4100,10%,42
T060318,9952,5706,10%,42
T060322,9952,4325,10%,42
T060345,9952,3687,10%,42
T060352,10325,477,10%,42
T060364,10325,8312,10%,42
T060390,10325,7316,10%,42
T060425,171,3361,10%,42
T060426,171,610,10%,42
T060427,171,6170,10%,42
T060428,171,6796,10%,42
T060441,171,7976,10%,42
T060448,171,4142,10%,42
T060453,332,2609,10%,42
T060478,332,132,10%,42
T060506,577,35,10%,42
T060507,577,4248,10%,42
T060522,577,360,10%,42
T060530,577,3421,10%,42
T060544,577,177,10%,42
T060557,1494,5273,10%,42
T060573,1494,2314,10%,42
T060603,1552,7951,10%,42
T060605,1552,3052,10%,42
T060608,1552,5075,10%,42
T060612,1552,4285,10%,42
T060632,1552,34,10%,42
T060647,1552,6306,10%,42
T060657,1791,1811,10%,42
T060664,1791,7269,10%,42
T060667,1791,9119,10%,42
T060681,1791,1022,10%,42
T060703,3256,315,10%,42
T060709,3256,4700,10%,42
T060713,3256,10325,10%,42
T060723,3256,1236,10%,42
T060752,3554,409,10%,42
T060753,3554,243,10%,42
T060780,3554,372,10%,42
T060786,3554,199,10%,42
T060795,3554,332,10%,42
T060796,3554,9258,10%,42
T060797,3554,4866,10%,42
T060799,3554,1524,10%,42
T060824,4145,118,10%,42
T060826,4145,9204,10%,42
T060852,4329,5991,10%,42
T060865,4329,3554,10%,42
T060870,4329,3729,10%,42
T060874,4329,5529,10%,42
T060880,4329,7090,10%,42
T060884,4329,4238,10%,42
T060887,4329,760,10%,42
T060889,4329,5993,10%,42
T060898,4329,6605,10%,42
T060913,4769,952,10%,42
T060924,4769,3,10%,42
T060931,4769,1626,10%,42
T060949,4769,8088,10%,42
T060951,5091,3630,10%,42
T060956,5091,7489,10%,42
T060959,5091,26,10%,42
T060969,5091,509,10%,42
T060980,5091,9542,10%,42
T060985,5091,6109,10%,42
T061005,5298,5958,10%,42
T061007,5298,1104,10%,42
T061019,5298,2715,10%,42
T061026,5298,3106,10%,42
T061034,5298,903,10%,42
T061035,5298,5926,10%,42
T061039,5298,165,10%,42
T061055,5317,3928,10%,42
T061092,5317,5084,10%,42
T061115,5531,1863,10%,42
T061129,5531,8480,10%,42
T061136,5531,130,10%,42
T061150,5587,2423,10%,42
T061155,5587,387,10%,42
T061173,5587,4848,10%,42
T061185,5587,5125,10%,42
T061223,5851,1867,10%,42
T061225,5851,2965,10%,42
T061227,5851,3410,10%,42
T061243,5851,2012,10%,42
T061255,5967,249,10%,42
T061269,5967,3761,10%,42
T061271,5967,6621,10%,42
T061279,5967,4054,10%,42
T061280,5967,2434,10%,42
T061300,6815,8304,10%,42
T061307,6815,5963,10%,42
T061313,6815,3158,10%,42
T061317,6815,5452,10%,42
T061328,6815,3134,10%,42
T061334,6815,1058,10%,42
T061353,7472,6602,10%,42
T061356,7472,3971,10%,42
T061364,7472,5991,10%,42
T061370,7472,6821,10%,42
T061390,7472,6954,10%,42
T061421,9719,2385,10%,42
T061425,9719,8746,10%,42
T061458,9792,3954,10%,42
T061467,9792,4263,10%,42
T061477,9792,1299,10%,42
T061489,9792,6520,10%,42
T061493,9792,6396,10%,42
T061513,167,4292,10%,42
T061517,167,891,10%,42
T061542,167,3314,10%,42
T061574,448,1829,10%,42
T061576,448,8791,10%,42
T061583,448,9189,10%,42
T061598,448,3065,10%,42
T061600,1755,3687,10%,42
T061601,1755,448,10%,42
T061603,1755,49,10%,42
T061613,1755,10067,10%,42
T061627,1755,10293,10%,42
T061631,1755,3674,10%,42
T061636,1755,1985,10%,42
T061638,1755,573,10%,42
T061647,1755,2346,10%,42
T061672,1896,7996,10%,42
T061681,1896,2789,10%,42
T061692,1896,9790,10%,42
T061696,1896,9082,10%,42
T061698,1896,6370,10%,42
T061709,2510,4347,10%,42
T061711,2510,243,10%,42
T061713,2510,295,10%,42
T061721,2510,8926,10%,42
T061728,2510,9987,10%,42
T061753,4004,4816,10%,42
T061757,4004,10206,10%,42
T061801,4272,342,10%,42
T061818,4272,3330,10%,42
T061834,4272,261,10%,42
T061835,4272,6196,10%,42
T061844,4272,69,10%,42
T061855,4306,4144,10%,42
T061867,4306,1050,10%,42
T061878,4306,5953,10%,42
T061879,4306,5053,10%,42
T061883,4306,6059,10%,42
T061892,4306,7018,10%,42
T061923,5067,1891,10%,42
T061958,5286,6954,10%,42
T061961,5286,9118,10%,42
T061995,5286,7464,10%,42
T061997,5286,413,10%,42
T061998,5286,391,10%,42
T061999,5286,9323,10%,42
T062009,6622,155,10%,42
T062011,6622,4352,10%,42
T062021,6622,7422,10%,42
T062030,6622,1092,10%,42
T062036,6622,226,10%,42
T062042,6622,9323,10%,42
T062061,7375,1080,10%,42
T062081,7375,1669,10%,42
T062097,7375,6439,10%,42
T062105,7422,1129,10%,42
T062111,7422,8,10%,42
T062122,7422,6733,10%,42
T062123,7422,5345,10%,42
T062137,7422,3788,10%,42
T062141,7422,4670,10%,42
T062149,7422,4866,10%,42
T062151,7672,3749,10%,42
T062155,7672,1388,10%,42
T062167,7672,9189,10%,42
T062171,7672,565,10%,42
T062173,7672,4303,10%,42
T062199,7672,4150,10%,42
T062200,7977,7212,10%,42
T062204,7977,5292,10%,42
T062208,7977,1132,10%,42
T062218,7977,2300,10%,42
T062220,7977,1501,10%,42
T062239,7977,578,10%,42
T062249,7977,3611,10%,42
T062253,8532,7849,10%,42
T062255,8532,191,10%,42
T062263,8532,1866,10%,42
T062270,8532,322,10%,42
T062289,8532,7357,10%,42
T062299,8532,5385,10%,42
T062300,9844,6981,10%,42
T062310,9844,3356,10%,42
T062314,9844,5197,10%,42
T062317,9844,2549,10%,42
T062326,9844,1954,10%,42
T062329,9844,10177,10%,42
T062331,9844,4620,10%,42
T062333,9844,169,10%,42
T062342,9844,5028,10%,42
T062372,449,8687,10%,42
T062381,449,2964,10%,42
T062392,449,3003,10%,42
T062413,589,8573,10%,42
