image_id,record_index,casia_identity,class_index,assigned_class_index,noise_status,noise_seed
12354,12355,79,65,65,clean,42
12257,12258,79,65,65,clean,42
12281,12282,79,65,65,clean,42
12254,12255,79,65,65,clean,42
12264,12265,79,65,65,clean,42
12301,12302,79,65,65,clean,42
12381,12382,79,65,65,clean,42
12314,12315,79,65,65,clean,42
12300,12301,79,65,43,noisy,42
12376,12377,79,65,65,clean,42
12274,12275,79,65,53,noisy,42
12368,12369,79,65,65,clean,42
12271,12272,79,65,79,noisy,42
12372,12373,79,65,65,clean,42
12373,12374,79,65,65,clean,42
12470,12471,81,66,66,clean,42
12503,12504,81,66,66,clean,42
12418,12419,81,66,66,clean,42
12459,12460,81,66,66,clean,42
12440,12441,81,66,66,clean,42
12530,12531,81,66,66,clean,42
12483,12484,81,66,66,clean,42
12424,12425,81,66,66,clean,42
12504,12505,81,66,66,clean,42
12487,12488,81,66,66,clean,42
12432,12433,81,66,66,clean,42
12525,12526,81,66,74,noisy,42
12425,12426,81,66,66,clean,42
12510,12511,81,66,66,clean,42
12456,12457,81,66,66,clean,42
12445,12446,81,66,28,noisy,42
12502,12503,81,66,66,clean,42
12414,12415,81,66,66,clean,42
12511,12512,81,66,66,clean,42
12523,12524,81,66,66,clean,42
12478,12479,81,66,4,noisy,42
12454,12455,81,66,10,noisy,42
12509,12510,81,66,66,clean,42
12467,12468,81,66,4,noisy,42
12458,12459,81,66,66,clean,42
12590,12591,83,67,47,noisy,42
12593,12594,83,67,67,clean,42
12550,12551,83,67,67,clean,42
12601,12602,83,67,67,clean,42
12572,12573,83,67,67,clean,42
12610,12611,83,67,67,clean,42
12619,12620,83,67,41,noisy,42
12556,12557,83,67,67,clean,42
12586,12587,83,67,67,clean,42
12653,12654,83,67,67,clean,42
12564,12565,83,67,67,clean,42
12608,12609,83,67,9,noisy,42
12557,12558,83,67,67,clean,42
12582,12583,83,67,67,clean,42
12635,12636,83,67,67,clean,42
12637,12638,83,67,67,clean,42
12655,12656,83,67,67,clean,42
12546,12547,83,67,67,clean,42
12634,12635,83,67,23,noisy,42
12650,12651,83,67,67,clean,42
12611,12612,83,67,67,clean,42
12591,12592,83,67,67,clean,42
12577,12578,83,67,26,noisy,42
12616,12617,83,67,67,clean,42
12588,12589,83,67,67,clean,42
12841,12842,84,68,72,noisy,42
12846,12847,84,68,68,clean,42
12777,12778,84,68,47,noisy,42
12731,12732,84,68,68,clean,42
12767,12768,84,68,68,clean,42
12681,12682,84,68,68,clean,42
12675,12676,84,68,55,noisy,42
12682,12683,84,68,68,clean,42
12807,12808,84,68,68,clean,42
12790,12791,84,68,68,clean,42
12775,12776,84,68,68,clean,42
12761,12762,84,68,68,clean,42
12684,12685,84,68,18,noisy,42
12830,12831,84,68,68,clean,42
12751,12752,84,68,68,clean,42
12786,12787,84,68,68,clean,42
12770,12771,84,68,68,clean,42
12732,12733,84,68,68,clean,42
12722,12723,84,68,68,clean,42
12708,12709,84,68,68,clean,42
12696,12697,84,68,68,clean,42
12690,12691,84,68,46,noisy,42
12821,12822,84,68,68,clean,42
12763,12764,84,68,68,clean,42
12734,12735,84,68,68,clean,42
13144,13145,85,69,69,clean,42
12865,12866,85,69,69,clean,42
12913,12914,85,69,69,clean,42
12916,12917,85,69,69,clean,42
12881,12882,85,69,25,noisy,42
12919,12920,85,69,69,clean,42
12948,12949,85,69,21,noisy,42
13040,13041,85,69,69,clean,42
13100,13101,85,69,75,noisy,42
12902,12903,85,69,69,clean,42
12931,12932,85,69,69,clean,42
13019,13020,85,69,3,noisy,42
13150,13151,85,69,69,clean,42
13161,13162,85,69,69,clean,42
13140,13141,85,69,69,clean,42
13145,13146,85,69,69,clean,42
12861,12862,85,69,69,clean,42
13011,13012,85,69,69,clean,42
13020,13021,85,69,69,clean,42
13024,13025,85,69,69,clean,42
12929,12930,85,69,69,clean,42
12960,12961,85,69,69,clean,42
12993,12994,85,69,69,clean,42
13062,13063,85,69,81,noisy,42
12932,12933,85,69,69,clean,42
13454,13455,86,70,54,noisy,42
13173,13174,86,70,70,clean,42
13221,13222,86,70,70,clean,42
13224,13225,86,70,70,clean,42
13189,13190,86,70,70,clean,42
13227,13228,86,70,70,clean,42
13256,13257,86,70,70,clean,42
13348,13349,86,70,80,noisy,42
13408,13409,86,70,70,clean,42
13210,13211,86,70,70,clean,42
13239,13240,86,70,70,clean,42
13327,13328,86,70,70,clean,42
13461,13462,86,70,70,clean,42
13472,13473,86,70,56,noisy,42
13450,13451,86,70,70,clean,42
13455,13456,86,70,6,noisy,42
13169,13170,86,70,70,clean,42
13319,13320,86,70,70,clean,42
13328,13329,86,70,70,clean,42
13332,13333,86,70,70,clean,42
13237,13238,86,70,70,clean,42
13268,13269,86,70,70,clean,42
13301,13302,86,70,53,noisy,42
13370,13371,86,70,70,clean,42
13240,13241,86,70,70,clean,42
13479,13480,87,71,71,clean,42
13538,13539,87,71,71,clean,42
13493,13494,87,71,71,clean,42
13475,13476,87,71,35,noisy,42
13503,13504,87,71,57,noisy,42
13547,13548,87,71,71,clean,42
13485,13486,87,71,71,clean,42
13509,13510,87,71,71,clean,42
13487,13488,87,71,71,clean,42
13530,13531,87,71,0,noisy,42
13540,13541,87,71,50,noisy,42
13506,13507,87,71,71,clean,42
13484,13485,87,71,71,clean,42
13520,13521,87,71,71,clean,42
13480,13481,87,71,71,clean,42
13497,13498,87,71,71,clean,42
13532,13533,87,71,71,clean,42
13525,13526,87,71,71,clean,42
13508,13509,87,71,40,noisy,42
13514,13515,87,71,71,clean,42
13545,13546,87,71,71,clean,42
13491,13492,87,71,71,clean,42
13510,13511,87,71,71,clean,42
13519,13520,87,71,71,clean,42
13536,13537,87,71,71,clean,42
13621,13622,88,72,72,clean,42
13825,13826,88,72,72,clean,42
13573,13574,88,72,72,clean,42
13804,13805,88,72,72,clean,42
13557,13558,88,72,72,clean,42
13649,13650,88,72,72,clean,42
13724,13725,88,72,72,clean,42
13734,13735,88,72,72,clean,42
13611,13612,88,72,11,noisy,42
13664,13665,88,72,72,clean,42
13788,13789,88,72,76,noisy,42
13623,13624,88,72,72,clean,42
13712,13713,88,72,72,clean,42
13721,13722,88,72,72,clean,42
13758,13759,88,72,72,clean,42
13632,13633,88,72,72,clean,42
13733,13734,88,72,72,clean,42
13680,13681,88,72,72,clean,42
13861,13862,88,72,18,noisy,42
13785,13786,88,72,72,clean,42
13750,13751,88,72,72,clean,42
13725,13726,88,72,72,clean,42
13745,13746,88,72,72,clean,42
13656,13657,88,72,20,noisy,42
13590,13591,88,72,3,noisy,42
13928,13929,89,73,73,clean,42
13906,13907,89,73,73,clean,42
13959,13960,89,73,73,clean,42
13884,13885,89,73,73,clean,42
13947,13948,89,73,73,clean,42
13949,13950,89,73,73,clean,42
13930,13931,89,73,73,clean,42
13908,13909,89,73,73,clean,42
13876,13877,89,73,44,noisy,42
13866,13867,89,73,73,clean,42
13897,13898,89,73,73,clean,42
13941,13942,89,73,73,clean,42
13913,13914,89,73,73,clean,42
13892,13893,89,73,73,clean,42
13910,13911,89,73,73,clean,42
13870,13871,89,73,73,clean,42
13888,13889,89,73,74,noisy,42
13878,13879,89,73,45,noisy,42
13955,13956,89,73,73,clean,42
13939,13940,89,73,73,clean,42
13915,13916,89,73,73,clean,42
13936,13937,89,73,73,clean,42
13934,13935,89,73,73,clean,42
13881,13882,89,73,19,noisy,42
13905,13906,89,73,17,noisy,42
14038,14039,90,74,74,clean,42
13963,13964,90,74,74,clean,42
14033,14034,90,74,74,clean,42
13985,13986,90,74,74,clean,42
13975,13976,90,74,74,clean,42
14019,14020,90,74,74,clean,42
13973,13974,90,74,55,noisy,42
13981,13982,90,74,55,noisy,42
13967,13968,90,74,74,clean,42
14030,14031,90,74,63,noisy,42
14024,14025,90,74,74,clean,42
14027,14028,90,74,74,clean,42
14016,14017,90,74,25,noisy,42
14036,14037,90,74,74,clean,42
14025,14026,90,74,74,clean,42
14029,14030,90,74,74,clean,42
13996,13997,90,74,74,clean,42
14041,14042,90,74,74,clean,42
14017,14018,90,74,74,clean,42
14035,14036,90,74,74,clean,42
13974,13975,90,74,74,clean,42
13993,13994,90,74,74,clean,42
14003,14004,90,74,74,clean,42
13991,13992,90,74,74,clean,42
13972,13973,90,74,13,noisy,42
14108,14109,92,75,75,clean,42
14105,14106,92,75,75,clean,42
14111,14112,92,75,75,clean,42
14077,14078,92,75,75,clean,42
14089,14090,92,75,75,clean,42
14096,14097,92,75,78,noisy,42
14082,14083,92,75,75,clean,42
14097,14098,92,75,75,clean,42
14068,14069,92,75,75,clean,42
14095,14096,92,75,38,noisy,42
14078,14079,92,75,75,clean,42
14073,14074,92,75,75,clean,42
14114,14115,92,75,75,clean,42
14071,14072,92,75,75,clean,42
14112,14113,92,75,75,clean,42
14069,14070,92,75,75,clean,42
14101,14102,92,75,75,clean,42
14098,14099,92,75,75,clean,42
14084,14085,92,75,47,noisy,42
14113,14114,92,75,24,noisy,42
14080,14081,92,75,27,noisy,42
14074,14075,92,75,75,clean,42
14081,14082,92,75,75,clean,42
14091,14092,92,75,75,clean,42
14109,14110,92,75,75,clean,42
14178,14179,93,76,45,noisy,42
14156,14157,93,76,76,clean,42
14210,14211,93,76,76,clean,42
14134,14135,93,76,76,clean,42
14197,14198,93,76,76,clean,42
14199,14200,93,76,76,clean,42
14180,14181,93,76,76,clean,42
14158,14159,93,76,76,clean,42
14126,14127,93,76,76,clean,42
14116,14117,93,76,76,clean,42
14147,14148,93,76,76,clean,42
14191,14192,93,76,76,clean,42
14163,14164,93,76,76,clean,42
14142,14143,93,76,76,clean,42
14160,14161,93,76,76,clean,42
14120,14121,93,76,76,clean,42
14138,14139,93,76,76,clean,42
14128,14129,93,76,33,noisy,42
14206,14207,93,76,76,clean,42
14189,14190,93,76,76,clean,42
14165,14166,93,76,66,noisy,42
14186,14187,93,76,24,noisy,42
14184,14185,93,76,62,noisy,42
14131,14132,93,76,76,clean,42
14155,14156,93,76,76,clean,42
14239,14240,94,77,77,clean,42
14227,14228,94,77,28,noisy,42
14222,14223,94,77,77,clean,42
14240,14241,94,77,17,noisy,42
14218,14219,94,77,55,noisy,42
14253,14254,94,77,77,clean,42
14233,14234,94,77,77,clean,42
14243,14244,94,77,77,clean,42
14244,14245,94,77,77,clean,42
14220,14221,94,77,63,noisy,42
14241,14242,94,77,77,clean,42
14226,14227,94,77,77,clean,42
14231,14232,94,77,77,clean,42
14223,14224,94,77,77,clean,42
14229,14230,94,77,77,clean,42
14247,14248,94,77,77,clean,42
14230,14231,94,77,77,clean,42
14250,14251,94,77,77,clean,42
14249,14250,94,77,77,clean,42
14214,14215,94,77,38,noisy,42
14238,14239,94,77,77,clean,42
14219,14220,94,77,77,clean,42
14225,14226,94,77,77,clean,42
14254,14255,94,77,77,clean,42
14215,14216,94,77,77,clean,42
14256,14257,95,78,78,clean,42
14261,14262,95,78,78,clean,42
14290,14291,95,78,79,noisy,42
14269,14270,95,78,78,clean,42
14301,14302,95,78,69,noisy,42
14309,14310,95,78,78,clean,42
14313,14314,95,78,78,clean,42
14281,14282,95,78,78,clean,42
14303,14304,95,78,78,clean,42
14268,14269,95,78,78,clean,42
14305,14306,95,78,78,clean,42
14259,14260,95,78,78,clean,42
14292,14293,95,78,78,clean,42
14287,14288,95,78,78,clean,42
14264,14265,95,78,58,noisy,42
14273,14274,95,78,78,clean,42
14262,14263,95,78,75,noisy,42
14260,14261,95,78,78,clean,42
14310,14311,95,78,40,noisy,42
14275,14276,95,78,78,clean,42
14286,14287,95,78,78,clean,42
14306,14307,95,78,78,clean,42
14300,14301,95,78,78,clean,42
14311,14312,95,78,78,clean,42
14271,14272,95,78,78,clean,42
14334,14335,96,79,52,noisy,42
14364,14365,96,79,79,clean,42
14363,14364,96,79,79,clean,42
14327,14328,96,79,79,clean,42
14359,14360,96,79,60,noisy,42
14320,14321,96,79,79,clean,42
14332,14333,96,79,79,clean,42
14367,14368,96,79,79,clean,42
14318,14319,96,79,79,clean,42
14347,14348,96,79,79,clean,42
14328,14329,96,79,79,clean,42
14323,14324,96,79,79,clean,42
14341,14342,96,79,79,clean,42
14321,14322,96,79,64,noisy,42
14349,14350,96,79,20,noisy,42
14319,14320,96,79,79,clean,42
14352,14353,96,79,79,clean,42
14339,14340,96,79,79,clean,42
14360,14361,96,79,79,clean,42
14348,14349,96,79,28,noisy,42
14365,14366,96,79,79,clean,42
14330,14331,96,79,79,clean,42
14324,14325,96,79,79,clean,42
14331,14332,96,79,79,clean,42
14345,14346,96,79,79,clean,42
14393,14394,97,80,45,noisy,42
14375,14376,97,80,80,clean,42
14591,14592,97,80,80,clean,42
14577,14578,97,80,80,clean,42
14605,14606,97,80,46,noisy,42
14542,14543,97,80,80,clean,42
14566,14567,97,80,80,clean,42
14589,14590,97,80,37,noisy,42
14378,14379,97,80,80,clean,42
14482,14483,97,80,80,clean,42
14414,14415,97,80,80,clean,42
14576,14577,97,80,80,clean,42
14594,14595,97,80,80,clean,42
14578,14579,97,80,80,clean,42
14451,14452,97,80,80,clean,42
14513,14514,97,80,80,clean,42
14555,14556,97,80,39,noisy,42
14384,14385,97,80,80,clean,42
14435,14436,97,80,80,clean,42
14496,14497,97,80,80,clean,42
14402,14403,97,80,80,clean,42
14388,14389,97,80,80,clean,42
14477,14478,97,80,80,clean,42
14399,14400,97,80,21,noisy,42
14552,14553,97,80,80,clean,42
14629,14630,98,81,81,clean,42
14626,14627,98,81,1,noisy,42
14625,14626,98,81,81,clean,42
14636,14637,98,81,81,clean,42
14614,14615,98,81,81,clean,42
14622,14623,98,81,81,clean,42
14647,14648,98,81,81,clean,42
14637,14638,98,81,36,noisy,42
14649,14650,98,81,81,clean,42
14616,14617,98,81,81,clean,42
14635,14636,98,81,81,clean,42
14619,14620,98,81,81,clean,42
14623,14624,98,81,50,noisy,42
14641,14642,98,81,81,clean,42
14644,14645,98,81,81,clean,42
14618,14619,98,81,42,noisy,42
14627,14628,98,81,81,clean,42
14634,14635,98,81,81,clean,42
14610,14611,98,81,81,clean,42
14643,14644,98,81,81,clean,42
14615,14616,98,81,81,clean,42
14621,14622,98,81,81,clean,42
14611,14612,98,81,81,clean,42
14639,14640,98,81,30,noisy,42
14631,14632,98,81,81,clean,42
14685,14686,99,82,10,noisy,42
14663,14664,99,82,82,clean,42
14676,14677,99,82,3,noisy,42
14680,14681,99,82,82,clean,42
14666,14667,99,82,82,clean,42
14681,14682,99,82,82,clean,42
14671,14672,99,82,82,clean,42
14662,14663,99,82,36,noisy,42
14658,14659,99,82,82,clean,42
14667,14668,99,82,82,clean,42
14659,14660,99,82,82,clean,42
14684,14685,99,82,82,clean,42
14650,14651,99,82,82,clean,42
14654,14655,99,82,65,noisy,42
14679,14680,99,82,82,clean,42
14665,14666,99,82,82,clean,42
14669,14670,99,82,82,clean,42
14655,14656,99,82,82,clean,42
14661,14662,99,82,70,noisy,42
14651,14652,99,82,82,clean,42
14674,14675,99,82,82,clean,42
14652,14653,99,82,82,clean,42
14683,14684,99,82,82,clean,42
14653,14654,99,82,82,clean,42
14682,14683,99,82,82,clean,42
